0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000029802322388e-01,0.000000000000000000e+00,2.000000029802322388e-01,-1.250000000000000000e-01,1.000000014901161194e-01,-1.250000000000000000e-01,0.000000000000000000e+00,-1.250000000000000000e-01,-1.000000014901161194e-01,-1.250000000000000000e-01,-2.000000029802322388e-01,-1.250000000000000000e-01,-2.000000029802322388e-01,0.000000000000000000e+00,-2.000000029802322388e-01,1.250000000000000000e-01,-1.000000014901161194e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.250000000000000000e-01,1.000000014901161194e-01,1.250000000000000000e-01,2.000000029802322388e-01,1.250000000000000000e-01
1.000000014901161194e-01,1.021559932269155979e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.021559908986091614e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.021559940943050047e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.021559940943049943e-01,0.000000000000000000e+00,2.010215669870376587e-01,0.000000000000000000e+00,2.010215669870376587e-01,-1.250000000000000000e-01,1.010215580463409424e-01,-1.250000000000000000e-01,1.021559932269155979e-03,-1.250000000000000000e-01,-9.897844493389129639e-02,-1.250000000000000000e-01,-1.989784389734268188e-01,-1.250000000000000000e-01,-1.989784389734268188e-01,0.000000000000000000e+00,-1.989784389734268188e-01,1.250000000000000000e-01,-9.897844493389129639e-02,1.250000000000000000e-01,1.021559932269155979e-03,1.250000000000000000e-01,1.010215580463409424e-01,1.250000000000000000e-01,2.010215669870376587e-01,1.250000000000000000e-01
2.000000029802322388e-01,3.043121192604303360e-03,0.000000000000000000e+00,1.359488698653876781e-03,2.021561190485954285e-02,0.000000000000000000e+00,1.359488628804683685e-02,2.021561158462269539e-02,2.674812759353769054e-01,1.361761540174484253e-01,1.000001217519219388e-01,2.674812759353768943e+00,2.030429244041442871e-01,2.718976465985178947e-04,2.032128572463989258e-01,-1.247279867529869080e-01,1.032129600644111633e-01,-1.248639300465583801e-01,3.213057294487953186e-03,-1.249998807907104492e-01,-9.678684920072555542e-02,-1.251358240842819214e-01,-1.967867612838745117e-01,-1.252717822790145874e-01,-1.969566941261291504e-01,-2.718976465985178947e-04,-1.971266269683837891e-01,1.247279867529869080e-01,-9.712671488523483276e-02,1.248639300465583801e-01,2.873185090720653534e-03,1.249998807907104492e-01,1.028730943799018860e-01,1.251358240842819214e-01,2.028729915618896484e-01,1.252717822790145874e-01
3.000000119209289551e-01,6.043500266969203949e-03,4.078984602529089898e-06,1.785565051250159740e-03,3.000379353761672974e-02,4.078984420630149543e-05,4.260763060301542282e-03,3.000382084829558357e-02,5.678771060567683326e-02,2.841676585376262665e-02,9.788209263672886795e-02,-2.106935653297000499e+00,2.060431689023971558e-01,3.611918073147535324e-04,2.062663584947586060e-01,-1.246386095881462097e-01,1.062665358185768127e-01,-1.248171702027320862e-01,6.266695912927389145e-03,-1.249957233667373657e-01,-9.373313933610916138e-02,-1.251742690801620483e-01,-1.937329918146133423e-01,-1.253528296947479248e-01,-1.939561814069747925e-01,-3.530338290147483349e-04,-1.941793709993362427e-01,1.246467605233192444e-01,-9.417953342199325562e-02,1.248253211379051208e-01,5.820304621011018753e-03,1.250038743019104004e-01,1.058201417326927185e-01,1.251824349164962769e-01,2.058199793100357056e-01,1.253609955310821533e-01
4.000000059604644775e-01,1.000175531953573227e-02,1.114671431423630565e-05,2.723125508055090904e-03,3.958255052566528320e-02,7.067729166010394692e-05,9.375603869557380676e-03,3.958261216257286108e-02,9.467437211471479985e-02,4.744349792599678040e-02,9.578791314277279589e-02,3.788666150903796659e-01,2.100010067224502563e-01,5.557711701840162277e-04,2.103413939476013184e-01,-1.244437694549560547e-01,1.103417724370956421e-01,-1.247160807251930237e-01,1.034214533865451813e-02,-1.249883919954299927e-01,-8.965748548507690430e-02,-1.252607107162475586e-01,-1.896571218967437744e-01,-1.255330145359039307e-01,-1.899975091218948364e-01,-5.334777524694800377e-04,-1.903378963470458984e-01,1.244660615921020508e-01,-9.033825993537902832e-02,1.247383728623390198e-01,9.661365300416946411e-03,1.250106841325759888e-01,1.096609979867935181e-01,1.252830028533935547e-01,2.096606194972991943e-01,1.255553066730499268e-01
5.000000000000000000e-01,1.489726454019546509e-02,2.447783299430739135e-05,3.905168268829584122e-03,4.895508661866188049e-02,1.333111868007108569e-04,1.182042714208364487e-02,4.895526996642903667e-02,9.650700590828381609e-02,4.836611822247505188e-02,9.372657803856172809e-02,1.832633793569016234e-02,2.148957550525665283e-01,8.055095095187425613e-04,2.153838872909545898e-01,-1.241935417056083679e-01,1.153846532106399536e-01,-1.245840564370155334e-01,1.538540888577699661e-02,-1.249745711684226990e-01,-8.461382985115051270e-02,-1.253650784492492676e-01,-1.846130788326263428e-01,-1.257555931806564331e-01,-1.851012110710144043e-01,-7.565538398921489716e-04,-1.855893731117248535e-01,1.242424920201301575e-01,-8.559012413024902344e-02,1.246330067515373230e-01,1.440912019461393356e-02,1.250235289335250854e-01,1.144083589315414429e-01,1.254140436649322510e-01,2.144075930118560791e-01,1.258045583963394165e-01
6.000000238418579102e-01,2.070972323417663574e-02,4.717657429864630103e-05,5.290163680911064148e-03,5.812457576394081116e-02,2.269874094054102898e-04,1.384995505213737488e-02,5.812501899304285680e-02,9.523992401627935644e-02,4.772819206118583679e-02,9.169749026613822906e-02,-1.267081892004462418e-02,2.207069247961044312e-01,1.105204457417130470e-03,2.213681936264038086e-01,-1.238930448889732361e-01,1.213695928454399109e-01,-1.244220584630966187e-01,2.137099020183086395e-02,-1.249510720372200012e-01,-7.862760871648788452e-02,-1.254800856113433838e-01,-1.786262094974517822e-01,-1.260091066360473633e-01,-1.792874783277511597e-01,-1.010851236060261726e-03,-1.799487471580505371e-01,1.239873990416526794e-01,-7.995014637708663940e-02,1.245164126157760620e-01,2.004845626652240753e-02,1.250454187393188477e-01,1.200470551848411560e-01,1.255744397640228271e-01,2.200456559658050537e-01,1.261034607887268066e-01
7.000000476837158203e-01,2.741914428770542145e-02,8.267084194812923670e-05,6.852783262729644775e-03,6.709420680999755859e-02,3.549426619429141283e-04,1.562619395554065704e-02,6.709514881173825329e-02,9.309156226438310144e-02,4.664684087038040161e-02,8.970129818695403434e-02,-2.148361751896249450e-02,2.274144589900970459e-01,1.453216769732534885e-03,2.282710522413253784e-01,-1.235438436269760132e-01,1.282733976840972900e-01,-1.242291182279586792e-01,2.827573567628860474e-02,-1.249143928289413452e-01,-7.172191888093948364e-02,-1.255996674299240112e-01,-1.717195659875869751e-01,-1.262849420309066772e-01,-1.725761592388153076e-01,-1.287875114940106869e-03,-1.734327524900436401e-01,1.237091869115829468e-01,-7.343510538339614868e-02,1.243944615125656128e-01,2.656255289912223816e-02,1.250797361135482788e-01,1.265602111816406250e-01,1.257650107145309448e-01,2.265578657388687134e-01,1.264502853155136108e-01
8.000000119209289551e-01,3.500586748123168945e-02,1.346618228126317263e-04,8.570871315896511078e-03,7.586722820997238159e-02,5.199098377488553524e-04,1.718087866902351379e-02,7.586901049917231521e-02,9.052032226750218735e-02,4.535306617617607117e-02,8.773861687434059142e-02,-2.571239996880908540e-02,2.349985241889953613e-01,1.848815008997917175e-03,2.360698729753494263e-01,-1.231465935707092285e-01,1.360735446214675903e-01,-1.240036711096763611e-01,3.607721254229545593e-02,-1.248607486486434937e-01,-6.391911208629608154e-02,-1.257178187370300293e-01,-1.639154404401779175e-01,-1.265749037265777588e-01,-1.649867892265319824e-01,-1.579491421580314636e-03,-1.660581380128860474e-01,1.234159171581268311e-01,-6.606180965900421143e-02,1.242729946970939636e-01,3.393452242016792297e-02,1.251300722360610962e-01,1.339308470487594604e-01,1.259871423244476318e-01,2.339271754026412964e-01,1.268442273139953613e-01
9.000000357627868652e-01,4.345056042075157166e-02,2.070419723168015480e-04,1.042314246296882629e-02,8.444691449403762817e-02,7.238013786263763905e-04,1.852271333336830139e-02,8.445001738671206737e-02,8.767749386754618290e-02,4.392315819859504700e-02,8.581006887539756323e-02,-2.842828399956004448e-02,2.434397041797637939e-01,2.291632816195487976e-03,2.447425723075866699e-01,-1.227015778422355652e-01,1.447480022907257080e-01,-1.237438693642616272e-01,4.475342854857444763e-02,-1.247861683368682861e-01,-5.524114146828651428e-02,-1.258284747600555420e-01,-1.552357077598571777e-01,-1.268707662820816040e-01,-1.565385758876800537e-01,-1.877548755146563053e-03,-1.578414440155029297e-01,1.231156662106513977e-01,-5.784687772393226624e-02,1.241579577326774597e-01,4.214769229292869568e-02,1.252002567052841187e-01,1.421422660350799561e-01,1.262425482273101807e-01,2.421368360519409180e-01,1.272848397493362427e-01
1.000000000000000000e+00,5.273421853780746460e-02,3.038103750441223383e-04,1.238866150379180908e-02,9.283658117055892944e-02,9.676839690655469894e-04,1.965519227087497711e-02,9.284162483409630351e-02,8.463239566605099129e-02,4.239210858941078186e-02,8.391607447384238916e-02,-3.045098201495186063e-02,2.527188658714294434e-01,2.781479386612772942e-03,2.542674243450164795e-01,-1.222089305520057678e-01,1.542750895023345947e-01,-1.234477609395980835e-01,5.428276211023330688e-02,-1.246865987777709961e-01,-4.570956528186798096e-02,-1.259254366159439087e-01,-1.457018852233886719e-01,-1.271642744541168213e-01,-1.472504436969757080e-01,-2.173858461901545525e-03,-1.487989723682403564e-01,1.228165552020072937e-01,-4.880665242671966553e-02,1.240553855895996094e-01,5.118567496538162231e-02,1.252942234277725220e-01,1.511780023574829102e-01,1.265330463647842407e-01,2.511703372001647949e-01,1.277718842029571533e-01
1.100000023841857910e+00,6.283817440271377563e-02,4.289912758395075798e-04,1.444678474217653275e-02,1.010395660996437073e-01,1.251809066161513329e-03,2.058123424649238586e-02,1.010473235629313626e-01,8.142687060598979842e-02,4.078103229403495789e-02,8.205698728835060518e-02,-3.205525060061198417e-02,2.628172934055328369e-01,3.318247850984334946e-03,2.646230757236480713e-01,-1.216687113046646118e-01,1.646335124969482422e-01,-1.231133341789245605e-01,6.464395672082901001e-02,-1.245579645037651062e-01,-3.534560650587081909e-02,-1.260025948286056519e-01,-1.353351771831512451e-01,-1.274472177028656006e-01,-1.371409595012664795e-01,-2.460265066474676132e-03,-1.389467418193817139e-01,1.225266903638839722e-01,-3.895717114210128784e-02,1.239713132381439209e-01,6.103238835930824280e-02,1.254159510135650635e-01,1.610219478607177734e-01,1.268605738878250122e-01,2.610115110874176025e-01,1.283051967620849609e-01
1.200000047683715820e+00,7.374410331249237061e-02,5.865577841177582741e-04,1.657723821699619293e-02,1.090592592954635620e-01,1.575665315613150597e-03,2.130453661084175110e-02,1.090706407264762506e-01,7.809162362627293519e-02,3.910543024539947510e-02,8.023317163544887998e-02,-3.335246979716863236e-02,2.737166285514831543e-01,3.901853691786527634e-03,2.757886946201324463e-01,-1.210809797048568726e-01,1.758024245500564575e-01,-1.227386221289634705e-01,7.581616193056106567e-02,-1.243962720036506653e-01,-2.417010068893432617e-02,-1.260539144277572632e-01,-1.241563558578491211e-01,-1.277115643024444580e-01,-1.262284219264984131e-01,-2.728737890720367432e-03,-1.283004879951477051e-01,1.222540885210037231e-01,-2.831421792507171631e-02,1.239117309451103210e-01,7.167204469442367554e-02,1.255693882703781128e-01,1.716583073139190674e-01,1.272270232439041138e-01,2.716445624828338623e-01,1.288846731185913086e-01
1.300000071525573730e+00,8.543401211500167847e-02,7.803619373589754105e-04,1.876023970544338226e-02,1.168990656733512878e-01,1.938041183166205883e-03,2.183000929653644562e-02,1.169151269334675614e-01,7.465214606047478052e-02,3.737815096974372864e-02,7.844486206991314881e-02,-3.439477565798151892e-02,2.853988111019134521e-01,4.532190039753913879e-03,2.877437174320220947e-01,-1.204458177089691162e-01,1.877613067626953125e-01,-1.223217323422431946e-01,8.777890354394912720e-02,-1.241976469755172729e-01,-1.220349967479705811e-02,-1.260735541582107544e-01,-1.121859028935432434e-01,-1.279494762420654297e-01,-1.145307943224906921e-01,-2.971465932205319405e-03,-1.168756857514381409e-01,1.220065355300903320e-01,-1.689328253269195557e-02,1.238824501633644104e-01,8.308912068605422974e-02,1.257583647966384888e-01,1.830715239048004150e-01,1.276342719793319702e-01,2.830539345741271973e-01,1.295101940631866455e-01
1.400000095367431641e+00,9.789025783538818359e-02,1.014071400277316570e-03,2.097663469612598419e-02,1.245624274015426636e-01,2.337095094844698906e-03,2.216395735740661621e-02,1.245843495478821256e-01,7.113139691163708478e-02,3.561074286699295044e-02,7.669222614414560046e-02,-3.520749148837699904e-02,2.978462576866149902e-01,5.209090653806924820e-03,3.004681468009948730e-01,-1.197634115815162659e-01,2.004901468753814697e-01,-1.218609213829040527e-01,1.005121469497680664e-01,-1.239584311842918396e-01,5.341470241546630859e-04,-1.260559409856796265e-01,-9.944385290145874023e-02,-1.281534433364868164e-01,-1.020657420158386230e-01,-3.180947620421648026e-03,-1.046876311302185059e-01,1.217915490269660950e-01,-4.709631204605102539e-03,1.238890588283538818e-01,9.526836872100830078e-02,1.259865760803222656e-01,1.952463686466217041e-01,1.280840784311294556e-01,2.952243685722351074e-01,1.301815807819366455e-01
1.500000000000000000e+00,1.110955402255058289e-01,1.291114487685263157e-03,2.320803701877593994e-02,1.320528239011764526e-01,2.770430408418178558e-03,2.231401763856410980e-02,1.320818894128878984e-01,6.755070200023437221e-02,3.381392359733581543e-02,7.497539865005774240e-02,-3.580694911402718117e-02,3.110416829586029053e-01,5.932305473834276199e-03,3.139424324035644531e-01,-1.190340369939804077e-01,2.139693498611450195e-01,-1.213546320796012878e-01,1.139962822198867798e-01,-1.236752271652221680e-01,1.402320712804794312e-02,-1.259958297014236450e-01,-8.594986051321029663e-02,-1.283164173364639282e-01,-8.885060995817184448e-02,-3.350076731294393539e-03,-9.175135940313339233e-02,1.216162592172622681e-01,8.221723139286041260e-03,1.239368543028831482e-01,1.081947982311248779e-01,1.262574493885040283e-01,2.081678807735443115e-01,1.285780519247055054e-01,3.081409335136413574e-01,1.308986395597457886e-01
